Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases,Cluster
1095,Accessories,40,4.8,Yes,Quarterly,1
1096,Outerwear,34,3.0,Yes,Quarterly,1
1097,Outerwear,46,2.6,Yes,Annually,1
1098,Accessories,27,3.2,Yes,Weekly,1
1099,Accessories,98,3.6,Yes,Weekly,0
1100,Clothing,73,2.6,Yes,Fortnightly,2
1101,Clothing,28,4.4,Yes,Weekly,1
1102,Accessories,76,3.0,Yes,Fortnightly,0
1103,Clothing,83,2.9,Yes,Fortnightly,0
1104,Clothing,23,4.3,Yes,Bi-Weekly,1
1105,Accessories,28,3.1,Yes,Quarterly,1
1106,Clothing,83,3.0,Yes,Every 3 Months,0
1107,Clothing,96,3.6,Yes,Fortnightly,0
1108,Footwear,62,2.8,Yes,Weekly,2
1109,Clothing,25,2.8,Yes,Fortnightly,1
1110,Clothing,97,4.9,Yes,Weekly,0
1111,Clothing,61,3.0,Yes,Bi-Weekly,2
1112,Footwear,66,4.1,Yes,Bi-Weekly,2
1113,Clothing,67,4.6,Yes,Quarterly,2
1114,Accessories,80,4.8,Yes,Bi-Weekly,0
1115,Clothing,25,2.6,Yes,Every 3 Months,1
1116,Accessories,58,4.0,Yes,Weekly,2
1117,Accessories,96,4.2,Yes,Fortnightly,0
1118,Accessories,77,4.5,Yes,Monthly,0
1119,Accessories,65,4.9,Yes,Every 3 Months,2
1120,Accessories,36,3.1,Yes,Weekly,1
1121,Footwear,84,4.0,Yes,Monthly,0
1122,Clothing,58,3.2,Yes,Quarterly,2
1123,Accessories,62,4.3,Yes,Annually,2
1124,Accessories,67,2.5,Yes,Monthly,2
1125,Clothing,20,4.9,Yes,Quarterly,1
1126,Footwear,90,2.7,Yes,Weekly,0
1127,Accessories,58,3.4,Yes,Fortnightly,2
1128,Clothing,53,4.8,Yes,Monthly,2
1129,Accessories,30,4.7,Yes,Monthly,1
1130,Clothing,65,4.7,Yes,Fortnightly,2
1131,Accessories,41,3.9,Yes,Bi-Weekly,1
1132,Clothing,73,3.7,Yes,Monthly,2
1133,Clothing,98,4.3,Yes,Fortnightly,0
1134,Footwear,36,4.1,Yes,Weekly,1
1135,Clothing,81,4.6,Yes,Every 3 Months,0
1136,Clothing,90,3.6,Yes,Quarterly,0
1137,Accessories,83,4.8,Yes,Monthly,0
1138,Clothing,91,2.8,Yes,Every 3 Months,0
1139,Clothing,36,4.7,Yes,Fortnightly,1
1140,Outerwear,53,3.9,Yes,Bi-Weekly,2
1141,Clothing,39,2.6,Yes,Every 3 Months,1
1142,Accessories,33,4.7,Yes,Fortnightly,1
1143,Clothing,76,3.5,Yes,Bi-Weekly,0
1144,Footwear,23,4.4,Yes,Quarterly,1
1145,Clothing,54,4.4,Yes,Fortnightly,2
1146,Footwear,89,3.0,Yes,Every 3 Months,0
1147,Footwear,38,4.2,Yes,Every 3 Months,1
1148,Accessories,36,4.3,Yes,Annually,1
1149,Clothing,66,2.6,Yes,Fortnightly,2
1150,Accessories,42,3.3,Yes,Annually,1
1151,Accessories,36,2.7,Yes,Bi-Weekly,1
1152,Clothing,86,4.2,Yes,Weekly,0
1153,Accessories,49,4.0,Yes,Every 3 Months,2
1154,Clothing,41,4.0,Yes,Quarterly,1
1155,Clothing,82,2.9,Yes,Bi-Weekly,0
1156,Clothing,53,2.6,Yes,Quarterly,2
1157,Footwear,21,4.8,Yes,Every 3 Months,1
1158,Accessories,66,4.4,Yes,Quarterly,2
1159,Accessories,89,4.0,Yes,Annually,0
1160,Accessories,55,3.6,Yes,Every 3 Months,2
1161,Accessories,42,3.2,Yes,Bi-Weekly,1
1162,Clothing,52,3.1,Yes,Monthly,2
1163,Footwear,92,4.2,Yes,Weekly,0
1164,Clothing,56,3.0,Yes,Monthly,2
1165,Clothing,96,4.2,Yes,Quarterly,0
1166,Clothing,64,2.9,Yes,Every 3 Months,2
1167,Clothing,48,3.7,Yes,Fortnightly,2
1168,Clothing,83,3.6,Yes,Quarterly,0
1169,Accessories,91,3.6,Yes,Fortnightly,0
1170,Accessories,94,4.5,Yes,Annually,0
1171,Clothing,62,3.2,Yes,Bi-Weekly,2
1172,Clothing,55,3.9,Yes,Annually,2
1173,Outerwear,68,4.6,Yes,Bi-Weekly,2
1174,Accessories,76,2.5,Yes,Bi-Weekly,0
1175,Accessories,31,4.3,Yes,Bi-Weekly,1
1176,Accessories,81,4.1,Yes,Quarterly,0
1177,Clothing,83,4.6,Yes,Quarterly,0
1178,Clothing,21,4.8,Yes,Monthly,1
1179,Clothing,22,4.9,Yes,Annually,1
1180,Clothing,33,2.8,Yes,Annually,1
1181,Clothing,23,4.9,Yes,Monthly,1
1182,Clothing,96,3.5,Yes,Quarterly,0
1183,Accessories,21,3.8,Yes,Quarterly,1
1184,Clothing,39,4.5,Yes,Weekly,1
1185,Accessories,73,3.4,Yes,Annually,2
1186,Clothing,64,3.9,Yes,Monthly,2
1187,Clothing,68,4.1,Yes,Annually,2
1188,Accessories,89,3.0,Yes,Every 3 Months,0
1189,Clothing,29,3.3,Yes,Weekly,1
1190,Clothing,97,4.9,Yes,Annually,0
1191,Clothing,45,4.3,Yes,Weekly,1
1192,Clothing,70,4.1,Yes,Quarterly,2
1193,Outerwear,56,4.0,Yes,Quarterly,2
1194,Outerwear,55,5.0,Yes,Fortnightly,2
1195,Clothing,46,3.1,Yes,Fortnightly,1
1196,Accessories,95,4.0,Yes,Monthly,0
1197,Accessories,88,3.2,Yes,Bi-Weekly,0
1198,Footwear,92,3.9,Yes,Annually,0
1199,Clothing,49,3.9,Yes,Annually,2
1200,Footwear,89,4.5,Yes,Weekly,0
1201,Outerwear,22,4.4,Yes,Weekly,1
1202,Footwear,61,3.1,Yes,Fortnightly,2
1203,Accessories,29,2.9,Yes,Every 3 Months,1
1204,Footwear,82,3.7,Yes,Annually,0
1205,Accessories,94,3.2,Yes,Every 3 Months,0
1206,Accessories,99,3.5,Yes,Fortnightly,0
1207,Accessories,59,3.0,Yes,Every 3 Months,2
1208,Footwear,90,4.1,Yes,Every 3 Months,0
1209,Footwear,100,2.9,Yes,Annually,0
1210,Clothing,62,3.8,Yes,Monthly,2
1211,Accessories,78,4.1,Yes,Quarterly,0
1212,Clothing,94,4.6,Yes,Every 3 Months,0
1213,Footwear,74,2.5,Yes,Weekly,2
1214,Accessories,52,3.7,Yes,Every 3 Months,2
1215,Outerwear,81,3.8,Yes,Every 3 Months,0
1216,Clothing,20,2.6,Yes,Every 3 Months,1
1217,Clothing,32,3.7,Yes,Every 3 Months,1
1218,Footwear,63,2.6,Yes,Every 3 Months,2
1219,Footwear,79,3.1,Yes,Every 3 Months,0
1220,Clothing,23,2.5,Yes,Bi-Weekly,1
1221,Accessories,64,4.9,Yes,Quarterly,2
1222,Clothing,69,4.5,Yes,Quarterly,2
1223,Clothing,69,3.4,Yes,Annually,2
1224,Clothing,24,3.9,Yes,Weekly,1
1225,Clothing,50,3.7,Yes,Weekly,2
1226,Accessories,97,2.6,Yes,Weekly,0
1227,Footwear,91,3.4,Yes,Bi-Weekly,0
1228,Clothing,37,4.9,Yes,Bi-Weekly,1
1229,Outerwear,55,3.9,Yes,Annually,2
1230,Accessories,52,3.6,Yes,Annually,2
1231,Accessories,80,4.6,Yes,Monthly,0
1232,Clothing,79,4.0,Yes,Fortnightly,0
1233,Accessories,23,3.6,Yes,Every 3 Months,1
1234,Clothing,73,3.5,Yes,Every 3 Months,2
1235,Accessories,99,4.1,Yes,Bi-Weekly,0
1236,Clothing,22,3.0,Yes,Every 3 Months,1
1237,Accessories,68,4.4,Yes,Every 3 Months,2
1238,Clothing,92,4.4,Yes,Quarterly,0
1239,Clothing,77,3.7,Yes,Fortnightly,0
1240,Outerwear,37,4.8,Yes,Every 3 Months,1
1241,Accessories,79,2.9,Yes,Annually,0
1242,Clothing,51,3.1,Yes,Weekly,2
1243,Clothing,27,4.0,Yes,Quarterly,1
1244,Clothing,23,3.0,Yes,Annually,1
1245,Clothing,76,3.9,Yes,Monthly,0
1246,Clothing,31,3.4,Yes,Weekly,1
1247,Clothing,60,2.7,Yes,Monthly,2
1248,Clothing,99,3.5,Yes,Bi-Weekly,0
1249,Accessories,37,3.0,Yes,Annually,1
1250,Footwear,50,4.5,Yes,Fortnightly,2
1251,Clothing,26,4.1,Yes,Monthly,1
1252,Clothing,86,5.0,Yes,Monthly,0
1253,Footwear,41,4.0,Yes,Quarterly,1
1254,Footwear,23,4.9,Yes,Annually,1
1255,Footwear,56,3.3,Yes,Bi-Weekly,2
1256,Accessories,68,4.1,Yes,Fortnightly,2
1257,Outerwear,48,3.6,Yes,Fortnightly,2
1258,Clothing,67,3.0,Yes,Every 3 Months,2
1259,Footwear,87,4.1,Yes,Every 3 Months,0
1260,Clothing,64,3.9,Yes,Monthly,2
1261,Clothing,93,4.1,Yes,Quarterly,0
1262,Clothing,29,2.8,Yes,Fortnightly,1
1263,Footwear,62,4.8,Yes,Monthly,2
1264,Clothing,70,4.6,Yes,Bi-Weekly,2
1265,Clothing,92,2.5,Yes,Bi-Weekly,0
1266,Clothing,79,2.7,Yes,Weekly,0
1267,Clothing,31,4.0,Yes,Every 3 Months,1
1268,Clothing,83,2.7,Yes,Weekly,0
1269,Outerwear,88,2.9,Yes,Bi-Weekly,0
1270,Accessories,53,3.0,Yes,Quarterly,2
1271,Clothing,98,3.3,Yes,Annually,0
1272,Accessories,57,4.3,Yes,Annually,2
1273,Footwear,80,4.4,Yes,Monthly,0
1274,Clothing,29,4.1,Yes,Every 3 Months,1
1275,Accessories,73,3.1,Yes,Quarterly,2
1276,Clothing,32,4.5,Yes,Monthly,1
1277,Footwear,68,4.8,Yes,Weekly,2
1278,Clothing,97,5.0,Yes,Quarterly,0
1279,Clothing,98,2.8,Yes,Fortnightly,0
1280,Clothing,56,3.7,Yes,Annually,2
1281,Clothing,78,4.4,Yes,Every 3 Months,0
1282,Accessories,81,4.5,Yes,Bi-Weekly,0
1283,Clothing,68,3.0,Yes,Monthly,2
1284,Clothing,94,3.9,Yes,Every 3 Months,0
1285,Clothing,93,3.9,Yes,Fortnightly,0
1286,Accessories,99,3.5,Yes,Fortnightly,0
1287,Accessories,49,4.9,Yes,Fortnightly,2
1288,Clothing,28,3.4,Yes,Monthly,1
1289,Accessories,93,4.1,Yes,Bi-Weekly,0
1290,Outerwear,24,2.9,Yes,Weekly,1
1291,Clothing,35,3.4,Yes,Annually,1
1292,Footwear,68,3.2,Yes,Fortnightly,2
1293,Accessories,61,3.9,Yes,Annually,2
1294,Clothing,74,4.1,Yes,Annually,2
1295,Clothing,64,4.5,Yes,Every 3 Months,2
1296,Footwear,60,2.8,Yes,Weekly,2
1297,Clothing,29,2.8,Yes,Bi-Weekly,1
1298,Footwear,85,4.6,Yes,Annually,0
1299,Clothing,81,3.0,Yes,Fortnightly,0
1300,Accessories,23,3.6,Yes,Bi-Weekly,1
1301,Clothing,100,4.5,Yes,Every 3 Months,0
1302,Clothing,54,5.0,Yes,Weekly,2
1303,Footwear,25,2.9,Yes,Monthly,1
1304,Clothing,32,3.1,Yes,Annually,1
1305,Accessories,63,4.0,Yes,Every 3 Months,2
1306,Clothing,56,4.5,Yes,Every 3 Months,2
1307,Clothing,33,4.5,Yes,Annually,1
1308,Outerwear,32,3.1,Yes,Annually,1
1309,Clothing,38,4.4,Yes,Every 3 Months,1
1310,Clothing,21,4.7,Yes,Quarterly,1
1311,Clothing,59,3.1,Yes,Every 3 Months,2
1312,Footwear,87,4.2,Yes,Annually,0
1313,Clothing,79,3.0,Yes,Monthly,0
1314,Footwear,28,2.6,Yes,Bi-Weekly,1
1315,Footwear,67,3.4,Yes,Annually,2
1316,Clothing,75,4.2,Yes,Quarterly,0
1317,Accessories,32,4.6,Yes,Bi-Weekly,1
1318,Clothing,43,2.8,Yes,Monthly,1
1319,Clothing,93,2.7,Yes,Bi-Weekly,0
1320,Accessories,24,4.0,Yes,Weekly,1
1321,Accessories,31,3.1,Yes,Annually,1
1322,Clothing,84,3.7,Yes,Every 3 Months,0
1323,Clothing,74,4.0,Yes,Quarterly,2
1324,Clothing,62,4.6,Yes,Every 3 Months,2
1325,Accessories,77,3.8,Yes,Fortnightly,0
1326,Accessories,73,3.5,Yes,Monthly,2
1327,Footwear,50,4.6,Yes,Monthly,2
1328,Outerwear,40,2.8,Yes,Weekly,1
1329,Clothing,97,3.7,Yes,Weekly,0
1330,Accessories,63,3.3,Yes,Every 3 Months,2
1331,Accessories,65,2.9,Yes,Bi-Weekly,2
1332,Clothing,91,3.2,Yes,Bi-Weekly,0
1333,Clothing,60,4.3,Yes,Quarterly,2
1334,Clothing,69,2.7,Yes,Quarterly,2
1335,Outerwear,52,4.2,Yes,Monthly,2
1336,Footwear,49,4.8,Yes,Weekly,2
1337,Footwear,85,4.8,Yes,Fortnightly,0
1338,Clothing,86,3.4,Yes,Bi-Weekly,0
1339,Accessories,51,2.6,Yes,Fortnightly,2
1340,Accessories,56,5.0,Yes,Every 3 Months,2
1341,Accessories,72,4.4,Yes,Every 3 Months,2
1342,Clothing,27,2.9,Yes,Quarterly,1
1343,Accessories,43,3.4,Yes,Monthly,1
1344,Footwear,56,3.4,Yes,Monthly,2
1345,Clothing,37,4.9,Yes,Annually,1
1346,Clothing,21,3.6,Yes,Weekly,1
1347,Clothing,91,3.0,Yes,Bi-Weekly,0
1348,Clothing,95,3.9,Yes,Monthly,0
1349,Accessories,54,3.2,Yes,Fortnightly,2
1350,Clothing,36,3.2,Yes,Bi-Weekly,1
1351,Accessories,71,4.3,Yes,Every 3 Months,2
1352,Outerwear,31,2.8,Yes,Quarterly,1
1353,Accessories,89,4.5,Yes,Bi-Weekly,0
1354,Clothing,83,4.1,Yes,Every 3 Months,0
1355,Accessories,42,3.6,Yes,Quarterly,1
1356,Clothing,91,3.0,Yes,Bi-Weekly,0
1357,Outerwear,61,4.0,Yes,Annually,2
1358,Accessories,66,3.5,Yes,Quarterly,2
1359,Accessories,22,2.5,Yes,Every 3 Months,1
1360,Clothing,68,4.3,Yes,Fortnightly,2
1361,Clothing,43,2.8,Yes,Annually,1
1362,Clothing,32,3.7,Yes,Monthly,1
1363,Outerwear,46,4.3,Yes,Weekly,1
1364,Clothing,90,4.0,Yes,Quarterly,0
1365,Accessories,75,4.7,Yes,Every 3 Months,0
1366,Accessories,69,4.5,Yes,Fortnightly,2
1367,Accessories,40,3.1,Yes,Fortnightly,1
1368,Accessories,63,3.8,Yes,Quarterly,2
1369,Clothing,36,4.9,Yes,Weekly,1
1370,Footwear,75,3.2,Yes,Fortnightly,0
1371,Accessories,67,2.9,Yes,Every 3 Months,2
1372,Clothing,64,2.8,Yes,Monthly,2
1373,Clothing,61,4.0,Yes,Bi-Weekly,2
1374,Accessories,40,2.6,Yes,Quarterly,1
1375,Accessories,97,2.7,Yes,Quarterly,0
1376,Footwear,31,4.1,Yes,Annually,1
1377,Footwear,65,5.0,Yes,Annually,2
1378,Accessories,54,3.0,Yes,Monthly,2
1379,Outerwear,49,3.6,Yes,Weekly,2
1380,Clothing,64,2.8,Yes,Bi-Weekly,2
1381,Footwear,35,4.6,Yes,Fortnightly,1
1382,Footwear,86,2.9,Yes,Quarterly,0
1383,Outerwear,55,4.8,Yes,Quarterly,2
1384,Accessories,58,3.3,Yes,Monthly,2
1385,Footwear,96,4.6,Yes,Weekly,0
1386,Accessories,64,2.6,Yes,Bi-Weekly,2
1387,Outerwear,56,4.0,Yes,Quarterly,2
1388,Clothing,85,3.8,Yes,Monthly,0
1389,Clothing,23,3.9,Yes,Quarterly,1
1390,Accessories,72,2.6,Yes,Fortnightly,2
1391,Accessories,38,4.3,Yes,Weekly,1
1392,Clothing,29,3.6,Yes,Annually,1
1393,Accessories,46,4.2,Yes,Every 3 Months,1
1394,Accessories,58,3.9,Yes,Fortnightly,2
1395,Outerwear,43,4.7,Yes,Weekly,1
1396,Accessories,32,2.8,Yes,Bi-Weekly,1
1397,Clothing,30,3.0,Yes,Monthly,1
1398,Accessories,67,4.7,Yes,Annually,2
1399,Clothing,45,2.5,Yes,Weekly,1
1400,Accessories,81,3.1,Yes,Annually,0
1401,Accessories,23,3.6,Yes,Every 3 Months,1
1402,Footwear,59,3.5,Yes,Weekly,2
1403,Accessories,21,3.1,Yes,Monthly,1
1404,Accessories,20,3.6,Yes,Bi-Weekly,1
1405,Accessories,28,3.5,Yes,Weekly,1
1406,Clothing,100,2.7,Yes,Monthly,0
1407,Clothing,46,3.6,Yes,Monthly,1
1408,Accessories,61,4.5,Yes,Annually,2
1409,Clothing,58,4.1,Yes,Weekly,2
1410,Accessories,50,4.2,Yes,Fortnightly,2
1411,Accessories,93,4.0,Yes,Annually,0
1412,Clothing,24,2.8,Yes,Quarterly,1
1413,Clothing,100,2.6,Yes,Annually,0
1414,Clothing,79,2.7,Yes,Quarterly,0
1415,Clothing,51,4.5,Yes,Bi-Weekly,2
1416,Accessories,90,3.7,Yes,Every 3 Months,0
1417,Footwear,56,3.4,Yes,Quarterly,2
1418,Clothing,25,4.6,Yes,Fortnightly,1
1419,Clothing,75,4.1,Yes,Every 3 Months,0
1420,Accessories,75,2.6,Yes,Quarterly,0
1421,Clothing,53,4.6,Yes,Every 3 Months,2
1422,Clothing,100,3.0,Yes,Fortnightly,0
1423,Clothing,27,3.4,Yes,Bi-Weekly,1
1424,Footwear,60,3.5,Yes,Every 3 Months,2
1425,Outerwear,23,3.5,Yes,Every 3 Months,1
1426,Outerwear,40,3.7,Yes,Annually,1
1427,Clothing,38,4.8,Yes,Every 3 Months,1
1428,Accessories,90,4.9,Yes,Annually,0
1429,Clothing,97,4.9,Yes,Quarterly,0
1430,Clothing,38,4.7,Yes,Every 3 Months,1
1431,Footwear,30,4.9,Yes,Fortnightly,1
1432,Clothing,88,2.9,Yes,Quarterly,0
1433,Accessories,33,4.4,Yes,Quarterly,1
1434,Clothing,60,3.2,Yes,Weekly,2
1435,Clothing,64,4.6,Yes,Bi-Weekly,2
1436,Accessories,95,4.0,Yes,Weekly,0
1437,Footwear,83,3.7,Yes,Fortnightly,0
1438,Footwear,97,4.2,Yes,Annually,0
1439,Outerwear,38,2.9,Yes,Monthly,1
1440,Footwear,48,4.8,Yes,Fortnightly,2
1441,Footwear,76,4.4,Yes,Monthly,0
1442,Clothing,25,3.4,Yes,Every 3 Months,1
1443,Clothing,92,2.8,Yes,Annually,0
1444,Footwear,47,4.2,Yes,Monthly,2
1445,Clothing,36,3.8,Yes,Quarterly,1
1446,Accessories,51,3.1,Yes,Annually,2
1447,Clothing,35,3.2,Yes,Quarterly,1
1448,Clothing,57,3.0,Yes,Monthly,2
1449,Footwear,95,3.6,Yes,Every 3 Months,0
1450,Clothing,41,2.5,Yes,Every 3 Months,1
1451,Clothing,44,3.4,Yes,Quarterly,1
1452,Outerwear,34,2.5,Yes,Quarterly,1
1453,Outerwear,25,4.7,Yes,Quarterly,1
1454,Footwear,93,3.2,Yes,Fortnightly,0
1455,Footwear,50,2.9,Yes,Annually,2
1456,Clothing,79,4.9,Yes,Every 3 Months,0
1457,Outerwear,100,2.7,Yes,Every 3 Months,0
1458,Clothing,57,4.7,Yes,Fortnightly,2
1459,Clothing,28,2.9,Yes,Weekly,1
1460,Footwear,35,4.8,Yes,Fortnightly,1
1461,Footwear,85,4.6,Yes,Bi-Weekly,0
1462,Accessories,95,5.0,Yes,Quarterly,0
1463,Footwear,90,4.8,Yes,Quarterly,0
1464,Accessories,49,4.9,Yes,Monthly,2
1465,Accessories,92,4.6,Yes,Quarterly,0
1466,Accessories,72,3.9,Yes,Bi-Weekly,2
1467,Clothing,71,4.5,Yes,Annually,2
1468,Accessories,27,4.7,Yes,Fortnightly,1
1469,Accessories,39,3.9,Yes,Fortnightly,1
1470,Accessories,98,4.4,Yes,Every 3 Months,0
1471,Footwear,27,3.9,Yes,Every 3 Months,1
1472,Accessories,71,2.8,Yes,Every 3 Months,2
1473,Accessories,24,3.5,Yes,Weekly,1
1474,Clothing,63,4.3,Yes,Every 3 Months,2
1475,Clothing,72,3.9,Yes,Monthly,2
1476,Clothing,61,4.0,Yes,Monthly,2
1477,Accessories,56,4.1,Yes,Monthly,2
1478,Accessories,32,4.3,Yes,Every 3 Months,1
1479,Accessories,23,4.2,Yes,Bi-Weekly,1
1480,Outerwear,100,4.0,Yes,Weekly,0
1481,Accessories,74,3.6,Yes,Quarterly,2
1482,Clothing,33,3.3,Yes,Quarterly,1
1483,Accessories,67,4.1,Yes,Weekly,2
1484,Accessories,61,4.7,Yes,Bi-Weekly,2
1485,Clothing,46,4.4,Yes,Every 3 Months,1
1486,Accessories,56,3.4,Yes,Fortnightly,2
1487,Footwear,73,5.0,Yes,Every 3 Months,2
1488,Clothing,44,4.6,Yes,Annually,1
1489,Accessories,44,4.0,Yes,Weekly,1
1490,Accessories,26,4.1,Yes,Quarterly,1
1491,Footwear,52,4.9,Yes,Bi-Weekly,2
1492,Clothing,54,2.7,Yes,Quarterly,2
1493,Outerwear,38,4.5,Yes,Quarterly,1
1494,Accessories,44,2.7,Yes,Quarterly,1
1495,Clothing,76,3.0,Yes,Fortnightly,0
1496,Accessories,23,4.5,Yes,Weekly,1
1497,Clothing,98,5.0,Yes,Bi-Weekly,0
1498,Outerwear,33,3.8,Yes,Every 3 Months,1
1499,Clothing,32,3.1,Yes,Fortnightly,1
1500,Footwear,85,3.4,Yes,Every 3 Months,0
1501,Clothing,69,4.8,Yes,Monthly,2
1502,Clothing,55,2.7,Yes,Every 3 Months,2
1503,Clothing,66,3.2,Yes,Fortnightly,2
1504,Outerwear,30,3.9,Yes,Quarterly,1
1505,Outerwear,80,4.2,Yes,Monthly,0
1506,Accessories,20,3.0,Yes,Monthly,1
1507,Clothing,30,3.0,Yes,Quarterly,1
1508,Clothing,86,3.7,Yes,Annually,0
1509,Clothing,84,4.4,Yes,Every 3 Months,0
1510,Clothing,54,4.6,Yes,Annually,2
1511,Clothing,30,3.0,Yes,Annually,1
1512,Clothing,91,3.6,Yes,Weekly,0
1513,Footwear,23,3.9,Yes,Bi-Weekly,1
1514,Clothing,35,4.1,Yes,Monthly,1
1515,Footwear,90,3.9,Yes,Weekly,0
1516,Clothing,93,3.9,Yes,Weekly,0
1517,Clothing,68,4.5,Yes,Bi-Weekly,2
1518,Accessories,41,3.4,Yes,Quarterly,1
1519,Accessories,73,4.1,Yes,Fortnightly,2
1520,Accessories,73,4.9,Yes,Weekly,2
1521,Accessories,66,4.4,Yes,Quarterly,2
1522,Accessories,59,2.7,Yes,Weekly,2
1523,Clothing,72,4.8,Yes,Monthly,2
1524,Clothing,88,3.3,Yes,Annually,0
1525,Clothing,76,4.4,Yes,Bi-Weekly,0
1526,Accessories,31,4.6,Yes,Fortnightly,1
1527,Outerwear,22,3.1,Yes,Monthly,1
1528,Accessories,75,4.5,Yes,Fortnightly,0
1529,Clothing,75,4.0,Yes,Bi-Weekly,0
1530,Accessories,63,3.1,Yes,Bi-Weekly,2
1531,Outerwear,21,3.9,Yes,Quarterly,1
1532,Accessories,83,4.5,Yes,Bi-Weekly,0
1533,Outerwear,46,4.4,Yes,Every 3 Months,1
1534,Footwear,59,3.6,Yes,Quarterly,2
1535,Clothing,66,3.4,Yes,Fortnightly,2
1536,Footwear,74,4.0,Yes,Monthly,2
1537,Accessories,82,2.6,Yes,Quarterly,0
1538,Footwear,89,3.2,Yes,Annually,0
1539,Clothing,65,3.2,Yes,Bi-Weekly,2
1540,Accessories,55,5.0,Yes,Every 3 Months,2
1541,Clothing,95,2.9,Yes,Monthly,0
1542,Accessories,77,2.9,Yes,Bi-Weekly,0
1543,Clothing,44,3.5,Yes,Weekly,1
1544,Clothing,89,4.0,Yes,Annually,0
1545,Accessories,24,3.9,Yes,Bi-Weekly,1
1546,Accessories,43,4.9,Yes,Annually,1
1547,Footwear,51,3.8,Yes,Annually,2
1548,Accessories,46,3.5,Yes,Quarterly,1
1549,Clothing,32,3.7,Yes,Weekly,1
1550,Footwear,55,2.9,Yes,Every 3 Months,2
1551,Accessories,26,2.8,Yes,Quarterly,1
1552,Accessories,29,3.7,Yes,Monthly,1
1553,Clothing,49,3.0,Yes,Monthly,2
1554,Clothing,45,4.8,Yes,Quarterly,1
1555,Clothing,48,2.7,Yes,Bi-Weekly,2
1556,Clothing,47,4.5,Yes,Quarterly,2
1557,Clothing,57,2.7,Yes,Quarterly,2
1558,Accessories,34,3.5,Yes,Quarterly,1
1559,Accessories,75,3.5,Yes,Every 3 Months,0
1560,Accessories,94,4.5,Yes,Fortnightly,0
1561,Accessories,84,3.8,Yes,Weekly,0
1562,Accessories,38,3.8,Yes,Quarterly,1
1563,Accessories,75,3.2,Yes,Bi-Weekly,0
1564,Clothing,44,4.3,Yes,Weekly,1
1565,Accessories,33,4.5,Yes,Every 3 Months,1
1566,Accessories,93,4.2,Yes,Annually,0
1567,Footwear,99,3.0,Yes,Bi-Weekly,0
1568,Accessories,33,4.1,Yes,Monthly,1
1569,Footwear,76,4.6,Yes,Monthly,0
1570,Clothing,63,2.9,Yes,Weekly,2
1571,Clothing,41,4.8,Yes,Every 3 Months,1
1572,Accessories,88,4.5,Yes,Fortnightly,0
1573,Clothing,92,3.4,Yes,Monthly,0
1574,Clothing,31,4.3,Yes,Weekly,1
1575,Clothing,25,4.2,Yes,Bi-Weekly,1
1576,Clothing,28,3.6,Yes,Fortnightly,1
1577,Clothing,75,3.7,Yes,Monthly,0
1578,Footwear,34,4.0,Yes,Fortnightly,1
1579,Clothing,97,4.9,Yes,Quarterly,0
1580,Outerwear,80,3.1,Yes,Monthly,0
1581,Footwear,71,3.7,Yes,Annually,2
1582,Accessories,77,4.2,Yes,Quarterly,0
1583,Accessories,41,2.5,Yes,Monthly,1
1584,Accessories,92,4.3,Yes,Annually,0
1585,Clothing,95,3.1,Yes,Quarterly,0
1586,Clothing,25,3.0,Yes,Fortnightly,1
1587,Footwear,77,4.0,Yes,Weekly,0
1588,Clothing,99,3.5,Yes,Fortnightly,0
1589,Accessories,24,3.2,Yes,Monthly,1
1590,Footwear,72,2.7,Yes,Weekly,2
1591,Clothing,80,3.0,Yes,Annually,0
1592,Clothing,100,2.9,Yes,Annually,0
1593,Footwear,83,3.3,Yes,Every 3 Months,0
1594,Clothing,95,4.9,Yes,Monthly,0
1595,Accessories,41,3.7,Yes,Fortnightly,1
1596,Accessories,35,3.5,Yes,Fortnightly,1
1597,Accessories,30,4.7,Yes,Monthly,1
1598,Accessories,21,2.6,Yes,Quarterly,1
1599,Accessories,85,4.1,Yes,Bi-Weekly,0
1600,Clothing,54,2.8,Yes,Bi-Weekly,2
1601,Footwear,26,4.7,Yes,Weekly,1
1602,Clothing,59,2.9,Yes,Monthly,2
1603,Accessories,48,2.8,Yes,Fortnightly,2
1604,Clothing,98,4.3,Yes,Bi-Weekly,0
1605,Clothing,92,4.8,Yes,Every 3 Months,0
1606,Accessories,46,3.4,Yes,Bi-Weekly,1
1607,Clothing,21,4.3,Yes,Fortnightly,1
1608,Clothing,72,2.7,Yes,Quarterly,2
1609,Footwear,58,4.6,Yes,Bi-Weekly,2
1610,Clothing,93,4.1,Yes,Monthly,0
1611,Clothing,31,3.4,Yes,Annually,1
1612,Clothing,26,4.5,Yes,Monthly,1
1613,Clothing,68,4.4,Yes,Monthly,2
1614,Accessories,31,4.0,Yes,Fortnightly,1
1615,Clothing,41,3.4,Yes,Bi-Weekly,1
1616,Accessories,62,3.2,Yes,Bi-Weekly,2
1617,Accessories,41,3.4,Yes,Quarterly,1
1618,Clothing,64,4.3,Yes,Fortnightly,2
1619,Footwear,72,5.0,Yes,Quarterly,2
1620,Accessories,78,3.5,Yes,Bi-Weekly,0
1621,Accessories,47,3.1,Yes,Every 3 Months,2
1622,Accessories,46,3.9,Yes,Fortnightly,1
