Customer ID,Category,Purchase Amount (USD),Review Rating,Discount Applied,Frequency of Purchases
1185,Accessories,73,3.4,Yes,Annually
1186,Clothing,64,3.9,Yes,Monthly
1187,Clothing,68,4.1,Yes,Annually
1188,Accessories,89,3.0,Yes,Every 3 Months
1189,Clothing,29,3.3,Yes,Weekly
1190,Clothing,97,4.9,Yes,Annually
1191,Clothing,45,4.3,Yes,Weekly
1192,Clothing,70,4.1,Yes,Quarterly
1193,Outerwear,56,4.0,Yes,Quarterly
1194,Outerwear,55,5.0,Yes,Fortnightly
1195,Clothing,46,3.1,Yes,Fortnightly
1196,Accessories,95,4.0,Yes,Monthly
1197,Accessories,88,3.2,Yes,Bi-Weekly
1198,Footwear,92,3.9,Yes,Annually
1199,Clothing,49,3.9,Yes,Annually
1200,Footwear,89,4.5,Yes,Weekly
1201,Outerwear,22,4.4,Yes,Weekly
1202,Footwear,61,3.1,Yes,Fortnightly
1203,Accessories,29,2.9,Yes,Every 3 Months
1204,Footwear,82,3.7,Yes,Annually
1205,Accessories,94,3.2,Yes,Every 3 Months
1206,Accessories,99,3.5,Yes,Fortnightly
1207,Accessories,59,3.0,Yes,Every 3 Months
1208,Footwear,90,4.1,Yes,Every 3 Months
1209,Footwear,100,2.9,Yes,Annually
1210,Clothing,62,3.8,Yes,Monthly
1211,Accessories,78,4.1,Yes,Quarterly
1212,Clothing,94,4.6,Yes,Every 3 Months
1213,Footwear,74,2.5,Yes,Weekly
1214,Accessories,52,3.7,Yes,Every 3 Months
1215,Outerwear,81,3.8,Yes,Every 3 Months
1216,Clothing,20,2.6,Yes,Every 3 Months
1217,Clothing,32,3.7,Yes,Every 3 Months
1218,Footwear,63,2.6,Yes,Every 3 Months
1219,Footwear,79,3.1,Yes,Every 3 Months
1220,Clothing,23,2.5,Yes,Bi-Weekly
1221,Accessories,64,4.9,Yes,Quarterly
1222,Clothing,69,4.5,Yes,Quarterly
1223,Clothing,69,3.4,Yes,Annually
1224,Clothing,24,3.9,Yes,Weekly
1225,Clothing,50,3.7,Yes,Weekly
1226,Accessories,97,2.6,Yes,Weekly
1227,Footwear,91,3.4,Yes,Bi-Weekly
1228,Clothing,37,4.9,Yes,Bi-Weekly
1229,Outerwear,55,3.9,Yes,Annually
1230,Accessories,52,3.6,Yes,Annually
1231,Accessories,80,4.6,Yes,Monthly
1232,Clothing,79,4.0,Yes,Fortnightly
1233,Accessories,23,3.6,Yes,Every 3 Months
1234,Clothing,73,3.5,Yes,Every 3 Months
1235,Accessories,99,4.1,Yes,Bi-Weekly
1236,Clothing,22,3.0,Yes,Every 3 Months
1237,Accessories,68,4.4,Yes,Every 3 Months
1238,Clothing,92,4.4,Yes,Quarterly
1239,Clothing,77,3.7,Yes,Fortnightly
1240,Outerwear,37,4.8,Yes,Every 3 Months
1241,Accessories,79,2.9,Yes,Annually
1242,Clothing,51,3.1,Yes,Weekly
1243,Clothing,27,4.0,Yes,Quarterly
1244,Clothing,23,3.0,Yes,Annually
1245,Clothing,76,3.9,Yes,Monthly
1246,Clothing,31,3.4,Yes,Weekly
1247,Clothing,60,2.7,Yes,Monthly
1248,Clothing,99,3.5,Yes,Bi-Weekly
1249,Accessories,37,3.0,Yes,Annually
1250,Footwear,50,4.5,Yes,Fortnightly
1251,Clothing,26,4.1,Yes,Monthly
1252,Clothing,86,5.0,Yes,Monthly
1253,Footwear,41,4.0,Yes,Quarterly
1254,Footwear,23,4.9,Yes,Annually
1255,Footwear,56,3.3,Yes,Bi-Weekly
1256,Accessories,68,4.1,Yes,Fortnightly
1257,Outerwear,48,3.6,Yes,Fortnightly
1258,Clothing,67,3.0,Yes,Every 3 Months
1259,Footwear,87,4.1,Yes,Every 3 Months
1260,Clothing,64,3.9,Yes,Monthly
1261,Clothing,93,4.1,Yes,Quarterly
1262,Clothing,29,2.8,Yes,Fortnightly
1263,Footwear,62,4.8,Yes,Monthly
1264,Clothing,70,4.6,Yes,Bi-Weekly
1265,Clothing,92,2.5,Yes,Bi-Weekly
1266,Clothing,79,2.7,Yes,Weekly
1267,Clothing,31,4.0,Yes,Every 3 Months
1268,Clothing,83,2.7,Yes,Weekly
1269,Outerwear,88,2.9,Yes,Bi-Weekly
1270,Accessories,53,3.0,Yes,Quarterly
1271,Clothing,98,3.3,Yes,Annually
1272,Accessories,57,4.3,Yes,Annually
1273,Footwear,80,4.4,Yes,Monthly
1274,Clothing,29,4.1,Yes,Every 3 Months
1275,Accessories,73,3.1,Yes,Quarterly
1276,Clothing,32,4.5,Yes,Monthly
1277,Footwear,68,4.8,Yes,Weekly
1278,Clothing,97,5.0,Yes,Quarterly
1279,Clothing,98,2.8,Yes,Fortnightly
1280,Clothing,56,3.7,Yes,Annually
1281,Clothing,78,4.4,Yes,Every 3 Months
1282,Accessories,81,4.5,Yes,Bi-Weekly
1283,Clothing,68,3.0,Yes,Monthly
1284,Clothing,94,3.9,Yes,Every 3 Months
1285,Clothing,93,3.9,Yes,Fortnightly
1286,Accessories,99,3.5,Yes,Fortnightly
1287,Accessories,49,4.9,Yes,Fortnightly
1288,Clothing,28,3.4,Yes,Monthly
1289,Accessories,93,4.1,Yes,Bi-Weekly
1290,Outerwear,24,2.9,Yes,Weekly
1291,Clothing,35,3.4,Yes,Annually
1292,Footwear,68,3.2,Yes,Fortnightly
1293,Accessories,61,3.9,Yes,Annually
1294,Clothing,74,4.1,Yes,Annually
1295,Clothing,64,4.5,Yes,Every 3 Months
1296,Footwear,60,2.8,Yes,Weekly
1297,Clothing,29,2.8,Yes,Bi-Weekly
1298,Footwear,85,4.6,Yes,Annually
1299,Clothing,81,3.0,Yes,Fortnightly
1300,Accessories,23,3.6,Yes,Bi-Weekly
1301,Clothing,100,4.5,Yes,Every 3 Months
1302,Clothing,54,5.0,Yes,Weekly
1303,Footwear,25,2.9,Yes,Monthly
1304,Clothing,32,3.1,Yes,Annually
1305,Accessories,63,4.0,Yes,Every 3 Months
1306,Clothing,56,4.5,Yes,Every 3 Months
1307,Clothing,33,4.5,Yes,Annually
1308,Outerwear,32,3.1,Yes,Annually
1309,Clothing,38,4.4,Yes,Every 3 Months
1310,Clothing,21,4.7,Yes,Quarterly
1311,Clothing,59,3.1,Yes,Every 3 Months
1312,Footwear,87,4.2,Yes,Annually
1313,Clothing,79,3.0,Yes,Monthly
1314,Footwear,28,2.6,Yes,Bi-Weekly
1315,Footwear,67,3.4,Yes,Annually
1316,Clothing,75,4.2,Yes,Quarterly
1317,Accessories,32,4.6,Yes,Bi-Weekly
1318,Clothing,43,2.8,Yes,Monthly
1319,Clothing,93,2.7,Yes,Bi-Weekly
1320,Accessories,24,4.0,Yes,Weekly
1321,Accessories,31,3.1,Yes,Annually
1322,Clothing,84,3.7,Yes,Every 3 Months
1323,Clothing,74,4.0,Yes,Quarterly
1324,Clothing,62,4.6,Yes,Every 3 Months
1325,Accessories,77,3.8,Yes,Fortnightly
1326,Accessories,73,3.5,Yes,Monthly
1327,Footwear,50,4.6,Yes,Monthly
1328,Outerwear,40,2.8,Yes,Weekly
1329,Clothing,97,3.7,Yes,Weekly
1330,Accessories,63,3.3,Yes,Every 3 Months
1331,Accessories,65,2.9,Yes,Bi-Weekly
1332,Clothing,91,3.2,Yes,Bi-Weekly
1333,Clothing,60,4.3,Yes,Quarterly
1334,Clothing,69,2.7,Yes,Quarterly
1335,Outerwear,52,4.2,Yes,Monthly
1336,Footwear,49,4.8,Yes,Weekly
1337,Footwear,85,4.8,Yes,Fortnightly
1338,Clothing,86,3.4,Yes,Bi-Weekly
1339,Accessories,51,2.6,Yes,Fortnightly
1340,Accessories,56,5.0,Yes,Every 3 Months
1341,Accessories,72,4.4,Yes,Every 3 Months
1342,Clothing,27,2.9,Yes,Quarterly
1343,Accessories,43,3.4,Yes,Monthly
1344,Footwear,56,3.4,Yes,Monthly
1345,Clothing,37,4.9,Yes,Annually
1346,Clothing,21,3.6,Yes,Weekly
1347,Clothing,91,3.0,Yes,Bi-Weekly
1348,Clothing,95,3.9,Yes,Monthly
1349,Accessories,54,3.2,Yes,Fortnightly
1350,Clothing,36,3.2,Yes,Bi-Weekly
1351,Accessories,71,4.3,Yes,Every 3 Months
1352,Outerwear,31,2.8,Yes,Quarterly
1353,Accessories,89,4.5,Yes,Bi-Weekly
1354,Clothing,83,4.1,Yes,Every 3 Months
1355,Accessories,42,3.6,Yes,Quarterly
1356,Clothing,91,3.0,Yes,Bi-Weekly
1357,Outerwear,61,4.0,Yes,Annually
1358,Accessories,66,3.5,Yes,Quarterly
1359,Accessories,22,2.5,Yes,Every 3 Months
1360,Clothing,68,4.3,Yes,Fortnightly
1361,Clothing,43,2.8,Yes,Annually
1362,Clothing,32,3.7,Yes,Monthly
1363,Outerwear,46,4.3,Yes,Weekly
1364,Clothing,90,4.0,Yes,Quarterly
1365,Accessories,75,4.7,Yes,Every 3 Months
1366,Accessories,69,4.5,Yes,Fortnightly
1367,Accessories,40,3.1,Yes,Fortnightly
1368,Accessories,63,3.8,Yes,Quarterly
1369,Clothing,36,4.9,Yes,Weekly
1370,Footwear,75,3.2,Yes,Fortnightly
1371,Accessories,67,2.9,Yes,Every 3 Months
1372,Clothing,64,2.8,Yes,Monthly
1373,Clothing,61,4.0,Yes,Bi-Weekly
1374,Accessories,40,2.6,Yes,Quarterly
1375,Accessories,97,2.7,Yes,Quarterly
1376,Footwear,31,4.1,Yes,Annually
1377,Footwear,65,5.0,Yes,Annually
1378,Accessories,54,3.0,Yes,Monthly
1379,Outerwear,49,3.6,Yes,Weekly
1380,Clothing,64,2.8,Yes,Bi-Weekly
1381,Footwear,35,4.6,Yes,Fortnightly
1382,Footwear,86,2.9,Yes,Quarterly
1383,Outerwear,55,4.8,Yes,Quarterly
1384,Accessories,58,3.3,Yes,Monthly
1385,Footwear,96,4.6,Yes,Weekly
1386,Accessories,64,2.6,Yes,Bi-Weekly
1387,Outerwear,56,4.0,Yes,Quarterly
1388,Clothing,85,3.8,Yes,Monthly
1389,Clothing,23,3.9,Yes,Quarterly
1390,Accessories,72,2.6,Yes,Fortnightly
1391,Accessories,38,4.3,Yes,Weekly
1392,Clothing,29,3.6,Yes,Annually
1393,Accessories,46,4.2,Yes,Every 3 Months
1394,Accessories,58,3.9,Yes,Fortnightly
1395,Outerwear,43,4.7,Yes,Weekly
1396,Accessories,32,2.8,Yes,Bi-Weekly
1397,Clothing,30,3.0,Yes,Monthly
1398,Accessories,67,4.7,Yes,Annually
1399,Clothing,45,2.5,Yes,Weekly
1400,Accessories,81,3.1,Yes,Annually
1401,Accessories,23,3.6,Yes,Every 3 Months
1402,Footwear,59,3.5,Yes,Weekly
1403,Accessories,21,3.1,Yes,Monthly
1404,Accessories,20,3.6,Yes,Bi-Weekly
1405,Accessories,28,3.5,Yes,Weekly
1406,Clothing,100,2.7,Yes,Monthly
1407,Clothing,46,3.6,Yes,Monthly
1408,Accessories,61,4.5,Yes,Annually
1409,Clothing,58,4.1,Yes,Weekly
1410,Accessories,50,4.2,Yes,Fortnightly
1411,Accessories,93,4.0,Yes,Annually
1412,Clothing,24,2.8,Yes,Quarterly
1413,Clothing,100,2.6,Yes,Annually
1414,Clothing,79,2.7,Yes,Quarterly
1415,Clothing,51,4.5,Yes,Bi-Weekly
1416,Accessories,90,3.7,Yes,Every 3 Months
1417,Footwear,56,3.4,Yes,Quarterly
1418,Clothing,25,4.6,Yes,Fortnightly
1419,Clothing,75,4.1,Yes,Every 3 Months
1420,Accessories,75,2.6,Yes,Quarterly
1421,Clothing,53,4.6,Yes,Every 3 Months
1422,Clothing,100,3.0,Yes,Fortnightly
1423,Clothing,27,3.4,Yes,Bi-Weekly
1424,Footwear,60,3.5,Yes,Every 3 Months
1425,Outerwear,23,3.5,Yes,Every 3 Months
1426,Outerwear,40,3.7,Yes,Annually
1427,Clothing,38,4.8,Yes,Every 3 Months
1428,Accessories,90,4.9,Yes,Annually
1429,Clothing,97,4.9,Yes,Quarterly
1430,Clothing,38,4.7,Yes,Every 3 Months
1431,Footwear,30,4.9,Yes,Fortnightly
1432,Clothing,88,2.9,Yes,Quarterly
1433,Accessories,33,4.4,Yes,Quarterly
1434,Clothing,60,3.2,Yes,Weekly
1435,Clothing,64,4.6,Yes,Bi-Weekly
1436,Accessories,95,4.0,Yes,Weekly
1437,Footwear,83,3.7,Yes,Fortnightly
1438,Footwear,97,4.2,Yes,Annually
1439,Outerwear,38,2.9,Yes,Monthly
1440,Footwear,48,4.8,Yes,Fortnightly
1441,Footwear,76,4.4,Yes,Monthly
1442,Clothing,25,3.4,Yes,Every 3 Months
1443,Clothing,92,2.8,Yes,Annually
1444,Footwear,47,4.2,Yes,Monthly
1445,Clothing,36,3.8,Yes,Quarterly
1446,Accessories,51,3.1,Yes,Annually
1447,Clothing,35,3.2,Yes,Quarterly
1448,Clothing,57,3.0,Yes,Monthly
1449,Footwear,95,3.6,Yes,Every 3 Months
1450,Clothing,41,2.5,Yes,Every 3 Months
1451,Clothing,44,3.4,Yes,Quarterly
1452,Outerwear,34,2.5,Yes,Quarterly
1453,Outerwear,25,4.7,Yes,Quarterly
1454,Footwear,93,3.2,Yes,Fortnightly
1455,Footwear,50,2.9,Yes,Annually
1456,Clothing,79,4.9,Yes,Every 3 Months
1457,Outerwear,100,2.7,Yes,Every 3 Months
1458,Clothing,57,4.7,Yes,Fortnightly
1459,Clothing,28,2.9,Yes,Weekly
1460,Footwear,35,4.8,Yes,Fortnightly
1461,Footwear,85,4.6,Yes,Bi-Weekly
1462,Accessories,95,5.0,Yes,Quarterly
1463,Footwear,90,4.8,Yes,Quarterly
1464,Accessories,49,4.9,Yes,Monthly
1465,Accessories,92,4.6,Yes,Quarterly
1466,Accessories,72,3.9,Yes,Bi-Weekly
1467,Clothing,71,4.5,Yes,Annually
1468,Accessories,27,4.7,Yes,Fortnightly
1469,Accessories,39,3.9,Yes,Fortnightly
1470,Accessories,98,4.4,Yes,Every 3 Months
1471,Footwear,27,3.9,Yes,Every 3 Months
1472,Accessories,71,2.8,Yes,Every 3 Months
1473,Accessories,24,3.5,Yes,Weekly
1474,Clothing,63,4.3,Yes,Every 3 Months
1475,Clothing,72,3.9,Yes,Monthly
1476,Clothing,61,4.0,Yes,Monthly
1477,Accessories,56,4.1,Yes,Monthly
1478,Accessories,32,4.3,Yes,Every 3 Months
1479,Accessories,23,4.2,Yes,Bi-Weekly
1480,Outerwear,100,4.0,Yes,Weekly
1481,Accessories,74,3.6,Yes,Quarterly
1482,Clothing,33,3.3,Yes,Quarterly
1483,Accessories,67,4.1,Yes,Weekly
1484,Accessories,61,4.7,Yes,Bi-Weekly
1485,Clothing,46,4.4,Yes,Every 3 Months
1486,Accessories,56,3.4,Yes,Fortnightly
1487,Footwear,73,5.0,Yes,Every 3 Months
1488,Clothing,44,4.6,Yes,Annually
1489,Accessories,44,4.0,Yes,Weekly
1490,Accessories,26,4.1,Yes,Quarterly
1491,Footwear,52,4.9,Yes,Bi-Weekly
1492,Clothing,54,2.7,Yes,Quarterly
1493,Outerwear,38,4.5,Yes,Quarterly
1494,Accessories,44,2.7,Yes,Quarterly
1495,Clothing,76,3.0,Yes,Fortnightly
1496,Accessories,23,4.5,Yes,Weekly
1497,Clothing,98,5.0,Yes,Bi-Weekly
1498,Outerwear,33,3.8,Yes,Every 3 Months
1499,Clothing,32,3.1,Yes,Fortnightly
1500,Footwear,85,3.4,Yes,Every 3 Months
1501,Clothing,69,4.8,Yes,Monthly
1502,Clothing,55,2.7,Yes,Every 3 Months
1503,Clothing,66,3.2,Yes,Fortnightly
1504,Outerwear,30,3.9,Yes,Quarterly
1505,Outerwear,80,4.2,Yes,Monthly
1506,Accessories,20,3.0,Yes,Monthly
1507,Clothing,30,3.0,Yes,Quarterly
1508,Clothing,86,3.7,Yes,Annually
1509,Clothing,84,4.4,Yes,Every 3 Months
1510,Clothing,54,4.6,Yes,Annually
1511,Clothing,30,3.0,Yes,Annually
1512,Clothing,91,3.6,Yes,Weekly
1513,Footwear,23,3.9,Yes,Bi-Weekly
1514,Clothing,35,4.1,Yes,Monthly
1515,Footwear,90,3.9,Yes,Weekly
1516,Clothing,93,3.9,Yes,Weekly
1517,Clothing,68,4.5,Yes,Bi-Weekly
1518,Accessories,41,3.4,Yes,Quarterly
1519,Accessories,73,4.1,Yes,Fortnightly
1520,Accessories,73,4.9,Yes,Weekly
1521,Accessories,66,4.4,Yes,Quarterly
1522,Accessories,59,2.7,Yes,Weekly
1523,Clothing,72,4.8,Yes,Monthly
1524,Clothing,88,3.3,Yes,Annually
1525,Clothing,76,4.4,Yes,Bi-Weekly
1526,Accessories,31,4.6,Yes,Fortnightly
1527,Outerwear,22,3.1,Yes,Monthly
1528,Accessories,75,4.5,Yes,Fortnightly
1529,Clothing,75,4.0,Yes,Bi-Weekly
1530,Accessories,63,3.1,Yes,Bi-Weekly
1531,Outerwear,21,3.9,Yes,Quarterly
1532,Accessories,83,4.5,Yes,Bi-Weekly
1533,Outerwear,46,4.4,Yes,Every 3 Months
1534,Footwear,59,3.6,Yes,Quarterly
1535,Clothing,66,3.4,Yes,Fortnightly
1536,Footwear,74,4.0,Yes,Monthly
1537,Accessories,82,2.6,Yes,Quarterly
1538,Footwear,89,3.2,Yes,Annually
1539,Clothing,65,3.2,Yes,Bi-Weekly
1540,Accessories,55,5.0,Yes,Every 3 Months
1541,Clothing,95,2.9,Yes,Monthly
1542,Accessories,77,2.9,Yes,Bi-Weekly
1543,Clothing,44,3.5,Yes,Weekly
1544,Clothing,89,4.0,Yes,Annually
1545,Accessories,24,3.9,Yes,Bi-Weekly
1546,Accessories,43,4.9,Yes,Annually
1547,Footwear,51,3.8,Yes,Annually
1548,Accessories,46,3.5,Yes,Quarterly
1549,Clothing,32,3.7,Yes,Weekly
1550,Footwear,55,2.9,Yes,Every 3 Months
1551,Accessories,26,2.8,Yes,Quarterly
1552,Accessories,29,3.7,Yes,Monthly
1553,Clothing,49,3.0,Yes,Monthly
1554,Clothing,45,4.8,Yes,Quarterly
1555,Clothing,48,2.7,Yes,Bi-Weekly
1556,Clothing,47,4.5,Yes,Quarterly
1557,Clothing,57,2.7,Yes,Quarterly
1558,Accessories,34,3.5,Yes,Quarterly
1559,Accessories,75,3.5,Yes,Every 3 Months
1560,Accessories,94,4.5,Yes,Fortnightly
1561,Accessories,84,3.8,Yes,Weekly
1562,Accessories,38,3.8,Yes,Quarterly
1563,Accessories,75,3.2,Yes,Bi-Weekly
1564,Clothing,44,4.3,Yes,Weekly
1565,Accessories,33,4.5,Yes,Every 3 Months
1566,Accessories,93,4.2,Yes,Annually
1567,Footwear,99,3.0,Yes,Bi-Weekly
1568,Accessories,33,4.1,Yes,Monthly
1569,Footwear,76,4.6,Yes,Monthly
1570,Clothing,63,2.9,Yes,Weekly
1571,Clothing,41,4.8,Yes,Every 3 Months
1572,Accessories,88,4.5,Yes,Fortnightly
1573,Clothing,92,3.4,Yes,Monthly
1574,Clothing,31,4.3,Yes,Weekly
1575,Clothing,25,4.2,Yes,Bi-Weekly
1576,Clothing,28,3.6,Yes,Fortnightly
1577,Clothing,75,3.7,Yes,Monthly
1578,Footwear,34,4.0,Yes,Fortnightly
1579,Clothing,97,4.9,Yes,Quarterly
1580,Outerwear,80,3.1,Yes,Monthly
1581,Footwear,71,3.7,Yes,Annually
1582,Accessories,77,4.2,Yes,Quarterly
1583,Accessories,41,2.5,Yes,Monthly
1584,Accessories,92,4.3,Yes,Annually
1585,Clothing,95,3.1,Yes,Quarterly
1586,Clothing,25,3.0,Yes,Fortnightly
1587,Footwear,77,4.0,Yes,Weekly
1588,Clothing,99,3.5,Yes,Fortnightly
1589,Accessories,24,3.2,Yes,Monthly
1590,Footwear,72,2.7,Yes,Weekly
1591,Clothing,80,3.0,Yes,Annually
1592,Clothing,100,2.9,Yes,Annually
1593,Footwear,83,3.3,Yes,Every 3 Months
1594,Clothing,95,4.9,Yes,Monthly
1595,Accessories,41,3.7,Yes,Fortnightly
1596,Accessories,35,3.5,Yes,Fortnightly
1597,Accessories,30,4.7,Yes,Monthly
1598,Accessories,21,2.6,Yes,Quarterly
1599,Accessories,85,4.1,Yes,Bi-Weekly
1600,Clothing,54,2.8,Yes,Bi-Weekly
1601,Footwear,26,4.7,Yes,Weekly
1602,Clothing,59,2.9,Yes,Monthly
1603,Accessories,48,2.8,Yes,Fortnightly
1604,Clothing,98,4.3,Yes,Bi-Weekly
1605,Clothing,92,4.8,Yes,Every 3 Months
1606,Accessories,46,3.4,Yes,Bi-Weekly
1607,Clothing,21,4.3,Yes,Fortnightly
1608,Clothing,72,2.7,Yes,Quarterly
1609,Footwear,58,4.6,Yes,Bi-Weekly
1610,Clothing,93,4.1,Yes,Monthly
1611,Clothing,31,3.4,Yes,Annually
1612,Clothing,26,4.5,Yes,Monthly
1613,Clothing,68,4.4,Yes,Monthly
1614,Accessories,31,4.0,Yes,Fortnightly
1615,Clothing,41,3.4,Yes,Bi-Weekly
1616,Accessories,62,3.2,Yes,Bi-Weekly
1617,Accessories,41,3.4,Yes,Quarterly
1618,Clothing,64,4.3,Yes,Fortnightly
1619,Footwear,72,5.0,Yes,Quarterly
1620,Accessories,78,3.5,Yes,Bi-Weekly
1621,Accessories,47,3.1,Yes,Every 3 Months
1622,Accessories,46,3.9,Yes,Fortnightly
1623,Clothing,43,4.0,Yes,Every 3 Months
1624,Accessories,58,3.5,Yes,Annually
1625,Clothing,32,3.6,Yes,Every 3 Months
1626,Clothing,45,3.0,Yes,Bi-Weekly
1627,Footwear,35,2.6,Yes,Bi-Weekly
1628,Accessories,21,2.9,Yes,Annually
1629,Clothing,64,3.1,Yes,Monthly
1630,Clothing,88,3.3,Yes,Quarterly
1631,Footwear,48,2.9,Yes,Every 3 Months
1632,Clothing,36,3.9,Yes,Fortnightly
1633,Accessories,28,4.7,Yes,Every 3 Months
1634,Clothing,80,4.4,Yes,Bi-Weekly
1635,Outerwear,23,3.6,Yes,Every 3 Months
1636,Accessories,24,3.2,Yes,Annually
1637,Footwear,22,4.0,Yes,Fortnightly
1638,Clothing,21,3.5,Yes,Fortnightly
1639,Outerwear,51,4.6,Yes,Weekly
1640,Accessories,65,3.3,Yes,Annually
1641,Accessories,51,4.0,Yes,Weekly
1642,Clothing,32,3.4,Yes,Every 3 Months
1643,Outerwear,70,4.2,Yes,Fortnightly
1644,Accessories,77,3.9,Yes,Monthly
1645,Outerwear,90,3.9,Yes,Monthly
1646,Accessories,36,2.8,Yes,Every 3 Months
1647,Accessories,77,3.7,Yes,Every 3 Months
1648,Footwear,78,4.9,Yes,Quarterly
1649,Clothing,69,2.6,Yes,Monthly
1650,Clothing,63,4.9,Yes,Quarterly
1651,Accessories,36,3.4,Yes,Fortnightly
1652,Outerwear,80,3.9,Yes,Monthly
1653,Clothing,35,4.0,Yes,Fortnightly
1654,Accessories,93,3.0,Yes,Bi-Weekly
1655,Accessories,25,2.6,Yes,Quarterly
1656,Clothing,81,3.2,Yes,Monthly
1657,Clothing,42,2.6,Yes,Every 3 Months
1658,Clothing,36,3.2,Yes,Bi-Weekly
1659,Accessories,66,4.1,Yes,Weekly
1660,Accessories,37,3.9,Yes,Annually
1661,Clothing,45,4.1,Yes,Monthly
1662,Accessories,86,2.7,Yes,Quarterly
1663,Accessories,24,4.6,Yes,Fortnightly
1664,Clothing,22,3.5,Yes,Bi-Weekly
1665,Accessories,53,5.0,Yes,Weekly
1666,Outerwear,41,3.4,Yes,Monthly
1667,Clothing,64,3.1,Yes,Annually
1668,Accessories,40,3.4,Yes,Every 3 Months
1669,Clothing,33,4.0,Yes,Fortnightly
1670,Clothing,59,2.7,Yes,Quarterly
1671,Clothing,73,3.6,Yes,Weekly
1672,Clothing,22,4.0,Yes,Weekly
1673,Footwear,73,3.8,Yes,Quarterly
1674,Clothing,62,3.4,Yes,Bi-Weekly
1675,Outerwear,56,3.2,Yes,Fortnightly
1676,Clothing,90,4.7,Yes,Annually
1677,Accessories,44,3.1,Yes,Weekly
1678,Clothing,35,3.3,No,Weekly
1679,Clothing,71,4.8,No,Fortnightly
1680,Clothing,52,4.5,No,Bi-Weekly
1681,Footwear,37,3.4,No,Annually
1682,Footwear,95,3.7,No,Bi-Weekly
1683,Clothing,97,4.9,No,Bi-Weekly
1684,Outerwear,57,3.5,No,Quarterly
1685,Clothing,93,4.6,No,Weekly
1686,Clothing,48,4.6,No,Bi-Weekly
1687,Accessories,75,4.2,No,Annually
1688,Clothing,70,3.7,No,Annually
1689,Accessories,26,3.0,No,Fortnightly
1690,Clothing,73,4.6,No,Monthly
1691,Outerwear,30,3.2,No,Annually
1692,Footwear,61,3.5,No,Annually
1693,Accessories,75,2.6,No,Bi-Weekly
1694,Outerwear,88,4.9,No,Fortnightly
1695,Clothing,67,2.7,No,Fortnightly
1696,Accessories,95,4.7,No,Fortnightly
1697,Accessories,69,4.0,No,Bi-Weekly
1698,Clothing,87,3.5,No,Every 3 Months
1699,Accessories,41,4.8,No,Quarterly
1700,Clothing,67,4.0,No,Annually
1701,Clothing,70,4.1,No,Monthly
1702,Accessories,41,3.8,No,Every 3 Months
1703,Clothing,83,5.0,No,Weekly
1704,Accessories,22,4.0,No,Annually
1705,Footwear,20,3.9,No,Every 3 Months
1706,Accessories,29,3.4,No,Bi-Weekly
1707,Accessories,87,3.0,No,Fortnightly
1708,Clothing,81,4.9,No,Bi-Weekly
1709,Footwear,58,3.2,No,Quarterly
1710,Clothing,83,3.8,No,Annually
1711,Clothing,59,3.8,No,Quarterly
1712,Clothing,93,4.7,No,Monthly
1713,Clothing,87,3.8,No,Fortnightly
1714,Outerwear,22,4.6,No,Quarterly
1715,Clothing,71,4.4,No,Monthly
1716,Clothing,69,3.4,No,Bi-Weekly
1717,Clothing,47,4.7,No,Every 3 Months
1718,Clothing,50,2.9,No,Bi-Weekly
1719,Clothing,96,3.4,No,Every 3 Months
1720,Clothing,39,3.2,No,Quarterly
1721,Clothing,84,2.8,No,Bi-Weekly
1722,Accessories,28,4.3,No,Monthly
1723,Clothing,51,3.3,No,Fortnightly
1724,Accessories,20,3.3,No,Annually
1725,Footwear,72,3.3,No,Weekly
1726,Accessories,33,3.0,No,Quarterly
1727,Outerwear,28,2.8,No,Weekly
1728,Clothing,53,4.0,No,Monthly
1729,Clothing,48,4.3,No,Every 3 Months
1730,Clothing,21,3.8,No,Fortnightly
1731,Clothing,22,4.2,No,Weekly
1732,Accessories,87,3.1,No,Monthly
1733,Accessories,50,2.6,No,Every 3 Months
1734,Clothing,85,3.4,No,Annually
1735,Clothing,98,3.1,No,Quarterly
1736,Clothing,34,3.6,No,Annually
1737,Clothing,61,2.6,No,Quarterly
1738,Accessories,98,4.2,No,Bi-Weekly
1739,Accessories,61,2.9,No,Weekly
1740,Accessories,98,4.2,No,Weekly
1741,Clothing,21,3.3,No,Every 3 Months
1742,Clothing,51,3.6,No,Monthly
1743,Footwear,80,4.3,No,Every 3 Months
1744,Clothing,72,3.3,No,Weekly
1745,Accessories,63,3.0,No,Weekly
1746,Clothing,27,3.6,No,Weekly
1747,Accessories,44,3.1,No,Fortnightly
1748,Outerwear,23,2.9,No,Quarterly
1749,Clothing,93,3.9,No,Annually
1750,Clothing,70,3.2,No,Every 3 Months
1751,Accessories,85,3.1,No,Every 3 Months
1752,Clothing,40,3.2,No,Annually
1753,Footwear,29,3.3,No,Quarterly
1754,Clothing,27,4.8,No,Fortnightly
1755,Clothing,93,3.8,No,Fortnightly
1756,Accessories,20,4.6,No,Monthly
1757,Accessories,55,2.8,No,Weekly
1758,Clothing,94,3.6,No,Annually
1759,Accessories,56,4.3,No,Bi-Weekly
1760,Clothing,58,4.0,No,Weekly
1761,Clothing,44,3.5,No,Weekly
1762,Clothing,95,4.9,No,Weekly
